FCTLOG,Serial Number,CUSTOMER,TIME_DATE,PROJECT,RESULT,TEXT1,TEXT2,TEXT3,TEXT4,OPNAME,CDATE,CRITERIA,TESTDURATION,FIXTURE_ID,OPERATOR,WORKORDER,SYMPTOM
FCTLOG,10CBD6S200W11-G-3225168013,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3225167966,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3225168105,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3225167858,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3225168065,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3225168107,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3225168044,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3225168079,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3225167981,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3225168072,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3225168080,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3225168167,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3222053769,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3213688042,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3222048738,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3225168081,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3204033416,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3225168075,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3225167860,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3225168127,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3225167929,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3225167868,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3225167859,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3225168067,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3222041009,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3225168078,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3213051732,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3225168135,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3225168064,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3225167922,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3222048048,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3225167928,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3213692603,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3222054881,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3225167869,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3225167879,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3225168125,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3222050829,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3221836356,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3221835489,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3222262779,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3215043253,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224464376,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3221623318,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224465435,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224467537,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3221837108,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224464723,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224465437,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224465970,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3222262785,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224465806,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224466372,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224465859,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3221729316,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3221726759,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224466364,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224465615,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224465946,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224465232,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224465991,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224466172,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224467091,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3221830443,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224465794,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224466524,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224465807,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224467832,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224464305,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224464936,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224465986,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224466286,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224465438,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3222262781,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224466167,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224467541,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224464813,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3225168139,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3225168116,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3225167926,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3225167883,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3225167875,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3225167917,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3225168055,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3225168026,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3225168140,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3225167878,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3225167916,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3225167856,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3225167864,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3225168134,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3225167971,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3225167854,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3225168143,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3225167866,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3225168004,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3225168201,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3225168016,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3225167880,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3225167970,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3225168100,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3225168027,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3225168071,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3225167850,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3225168222,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3225167911,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3225167975,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3225167861,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3225167979,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3225167873,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3225168068,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3225168074,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3225167908,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3225168162,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3225167923,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3225168076,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3225168104,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224466739,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224467423,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224466528,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224466959,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224464838,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224464820,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224467165,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224467470,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224466098,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224467169,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224466803,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224467734,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224464827,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224466938,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224467799,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224464671,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224467148,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224466737,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224467809,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224464597,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224464774,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224466930,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224466681,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224466955,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224467333,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224467799,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224467733,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224467808,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224466923,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224467687,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224466927,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224467428,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224466808,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224467156,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224467146,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224466733,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224467142,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224466956,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224466994,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224467619,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224464849,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224464288,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224465907,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224465174,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224464853,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224464549,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224465646,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224466488,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224467308,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224466377,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224464981,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3222041637,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224466257,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224467612,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224466268,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3215048794,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3222048720,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224466313,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224467072,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224465173,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224465035,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224466749,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224464805,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224466399,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224464804,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224467563,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3222050952,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3220258538,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224464852,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224466617,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224466695,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224465910,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224463998,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224464921,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224465032,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224465786,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224465698,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224465698,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224465037,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224465007,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224467029,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3213269124,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224466062,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3221831109,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224466886,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224466047,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224464817,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224467147,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224464889,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3213818267,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3221837787,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3213711470,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224466614,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224465029,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224467132,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224464848,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224466691,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3213821684,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3222257264,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224466963,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224464458,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224465671,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224465021,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224466680,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224466992,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224467034,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224467798,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224467798,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3224467798,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
FCTLOG,10CBD6S200W11-G-3221729648,LNK,,LNK01E-215411PGLF ,P,,,,,FCT1,,,,,,,
